filepath,class,mean,variance
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/b4035665-67f0-4fce-857a-10b40aca7cd9___JR_HL 4009_flipTB.JPG,healthy,0.37973931431770325,0.03811795264482498
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/3da5f01f-af6f-4e63-894c-bf135dbf6c66___JR_HL 9673.JPG,healthy,0.5904898047447205,0.031314462423324585
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/5d5da033-6b0a-4940-b0d9-3e44184fa7cc___JR_HL 4301.JPG,healthy,0.45304039120674133,0.03722238168120384
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/050b598c-9105-4838-8996-101568d6941e___JR_HL 9732_flipTB.JPG,healthy,0.5512173771858215,0.039286088198423386
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/7b10d01b-bc2c-41a9-8f7c-a08f07df1bb0___JR_HL 9744.JPG,healthy,0.5083022713661194,0.02987627498805523
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/5719c279-f11c-49ff-8937-a0e5ce7ed537___JR_HL 9880 copy_180deg.JPG,healthy,0.6767690181732178,0.03525463491678238
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/204b913d-7c61-43aa-a805-69dd7bd19933___JR_HL 3924_flipTB.JPG,healthy,0.41794684529304504,0.02927170693874359
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/6ed358a8-f503-43ab-a5de-bbdb07ade6b6___JR_HL 4118_flipTB.JPG,healthy,0.49114087224006653,0.024411499500274658
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/68851b6b-4572-4d7f-8df8-5c0e24479d4d___JR_HL 9461_180deg.JPG,healthy,0.6584432721138,0.041776519268751144
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/9b15b47c-53e0-4873-b51c-d2b6e316d56c___JR_HL 4180.JPG,healthy,0.472165584564209,0.034866977483034134
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a9a9f8a7-02d8-409e-800a-03d8fc721251___JR_HL 9697_180deg.JPG,healthy,0.6607699394226074,0.03131668642163277
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/e018791f-7887-4420-a1e3-174e43ed9085___JR_HL 9716_flipTB.JPG,healthy,0.5638623833656311,0.03367801383137703
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a8395e57-8398-4306-bc22-a33efbb19c65___JR_HL 9439_flipTB.JPG,healthy,0.6914704442024231,0.04004862159490585
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/6fdf8890-145d-4390-9e9d-eb529a4abb3d___JR_HL 4252_flipTB.JPG,healthy,0.456434965133667,0.04192038252949715
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/7dbb28be-0a00-4261-b1e1-8d1bd88dfe0f___JR_HL 9696_180deg.JPG,healthy,0.5775673985481262,0.03450249508023262
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/6b986cad-78b2-4aad-a713-5dc2e87a2d1a___JR_HL 9614_180deg.JPG,healthy,0.5051440000534058,0.037124574184417725
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/50a406be-c648-44a6-9021-98d6359f7aec___JR_HL 4134_flipTB.JPG,healthy,0.4567563533782959,0.03494245558977127
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/ec1514ea-278c-4baf-889c-f2d057328abb___JR_HL 9752.JPG,healthy,0.5144054889678955,0.03197944536805153
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/3e9c21cc-c912-46fd-bec7-6ab095e33d47___JR_HL 9443.JPG,healthy,0.7024437785148621,0.031953420490026474
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/5c981717-3397-4a55-b2e4-13301e5d7b29___JR_HL 4195.JPG,healthy,0.4600776135921478,0.037739891558885574
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/b76ae033-ddb2-4052-9ed8-af7d18c2fee8___JR_HL 9823.JPG,healthy,0.6010515093803406,0.03471098467707634
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/4177806e-bc6e-42b9-9138-94869d13b728___JR_HL 3941_180deg.JPG,healthy,0.4884776771068573,0.03331226855516434
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/69de380a-4fd8-4c50-bdff-a983495dcd8c___JR_HL 4175_180deg.JPG,healthy,0.45838212966918945,0.034564606845378876
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/bbf73155-4f12-41a1-b087-38b078e646a1___JR_HL 9592_flipTB.JPG,healthy,0.6152224540710449,0.028310002759099007
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a2b5cb26-c367-40cf-a881-add3734097c1___JR_HL 4045.JPG,healthy,0.46830204129219055,0.029502706602215767
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a195fb52-151e-4fe3-9557-52ae62b5ace4___JR_HL 9859_180deg.JPG,healthy,0.5537852644920349,0.04336542263627052
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/53e48eeb-608e-4660-9297-a5ff6f193e48___JR_HL 9792_flipTB.JPG,healthy,0.5941786170005798,0.034596897661685944
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/49547074-60cf-4924-b6a3-4c70baf60186___JR_HL 4189_180deg.JPG,healthy,0.48718634247779846,0.04066581279039383
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/8c2ca351-4aeb-4da9-9e5b-8905509cf148___JR_HL 9683_180deg.JPG,healthy,0.5906370282173157,0.03105907142162323
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/d9ffa906-ca86-4a23-bf43-033c6270e05f___JR_HL 4280_180deg.JPG,healthy,0.4490523636341095,0.036470677703619
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/601299ca-bbd1-4c0d-b9a5-f70a03803729___JR_HL 9713_180deg.JPG,healthy,0.560905396938324,0.029791181907057762
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/7bc96ca4-67f9-45c7-934e-b2d7f1bd36d3___JR_HL 4185_180deg.JPG,healthy,0.4807778298854828,0.03690491244196892
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/68f0e459-0938-4988-862f-893afb413d57___JR_HL 4268_180deg.JPG,healthy,0.4508160352706909,0.031822625547647476
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/dbe15479-6802-4e83-850a-fff7900e0e3d___JR_HL 9854_180deg.JPG,healthy,0.5777336359024048,0.028071440756320953
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/0086a8c7-1440-423e-939d-d0567b1fc4e4___JR_HL 4277_180deg.JPG,healthy,0.4275168180465698,0.05164094269275665
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/3d03a275-5710-44b3-8425-881636594b9e___JR_HL 4054.JPG,healthy,0.43008753657341003,0.03342292457818985
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/914024a5-989c-46b2-83bb-5fe06421eb8b___JR_HL 9524_flipTB.JPG,healthy,0.5401559472084045,0.03275081515312195
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/6dc25612-ca21-4a12-ac01-1fec19a79fcd___JR_HL 9504_180deg.JPG,healthy,0.5110809803009033,0.033289700746536255
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/98e58f34-7c7d-4f95-ac80-e5a30a0ee31e___JR_HL 3996_flipTB.JPG,healthy,0.4740777313709259,0.02647521160542965
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/2e77ebef-fbc9-41a8-9911-ddb3b9c99c4b___JR_HL 4115.JPG,healthy,0.5261240005493164,0.02735389769077301
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a2355a52-d185-4cd6-93db-89b701b2b51c___JR_HL 4088.JPG,healthy,0.46545135974884033,0.06108929589390755
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/e7fe293a-478c-4a78-ab84-ffb06057dc2d___JR_HL 9607.JPG,healthy,0.6055782437324524,0.03868259862065315
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/ba0ab3c3-f12f-4fbd-875c-d68198c21f3a___JR_HL 9781_flipTB.JPG,healthy,0.570487916469574,0.029767997562885284
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/e97b5080-6218-4090-a227-dbabab0923da___JR_HL 9598.JPG,healthy,0.5779756307601929,0.025163626298308372
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/bcbbda77-7534-484c-8f5f-d913a370714a___JR_HL 4302_180deg.JPG,healthy,0.46947672963142395,0.03134031221270561
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/794edf29-4777-4a28-8efc-f0a33f1444ee___JR_HL 9426.JPG,healthy,0.7443998456001282,0.028416359797120094
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/22cbfe56-85b9-4e13-8a75-faaddd496d26___JR_HL 4197_180deg.JPG,healthy,0.511482834815979,0.03589487448334694
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/84807b4a-f76a-4ebf-a78a-ec9444197c55___JR_HL 9786_flipTB.JPG,healthy,0.6517853140830994,0.022615641355514526
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/ac32e22a-5841-4531-8d5a-84f8c5288f4a___JR_HL 9845_180deg.JPG,healthy,0.5665501356124878,0.01975839212536812
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/554b79b3-81fb-4647-969e-14315d684d62___JR_HL 4276_flipTB.JPG,healthy,0.42754340171813965,0.058186981827020645
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/7dbb28be-0a00-4261-b1e1-8d1bd88dfe0f___JR_HL 9696_flipTB.JPG,healthy,0.5775652527809143,0.03450318053364754
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/89bfbe68-6d5e-40f7-82c3-49107268740d___JR_HL 3974_flipTB.JPG,healthy,0.4835948050022125,0.02985163778066635
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/7feb145d-637f-4ce2-8f79-eb0be1160a86___JR_HL 4285_180deg.JPG,healthy,0.44293197989463806,0.04062245786190033
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/cc19dd0a-b33b-453c-8cd4-b74f67428236___JR_HL 3949_flipTB.JPG,healthy,0.4112801253795624,0.03226448595523834
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/3497869b-8eef-41c9-86fc-7a3bbbdd29d5___JR_HL 9551_180deg.JPG,healthy,0.5834245681762695,0.03175891935825348
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/161f9887-e025-4980-a2c3-811067f4b546___JR_HL 9698_flipTB.JPG,healthy,0.6519689559936523,0.030671877786517143
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/546e460b-681e-48a3-b05f-4c9aa3a3b2b1___JR_HL 9604_flipTB.JPG,healthy,0.5672207474708557,0.02430286444723606
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/0c104a65-d734-45f5-98a1-621825705add___JR_HL 9478.JPG,healthy,0.6633517742156982,0.02941625379025936
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/c1fbe194-2a66-43af-bbb4-e5adc5376afb___JR_HL 4194_180deg.JPG,healthy,0.5083247423171997,0.03734115883708
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/465c6766-6de2-4923-8560-ce0e265e88b2___JR_HL 9766_180deg.JPG,healthy,0.5356774926185608,0.031797364354133606
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/76b825a4-aae0-4a88-b7b1-f65e66befffe___JR_HL 9719_180deg.JPG,healthy,0.5387471318244934,0.03248022496700287
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/8fbf0127-e286-466a-bb84-9d16e223953a___JR_HL 9459.JPG,healthy,0.666367769241333,0.037799298763275146
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/be7f5965-36ae-4fc6-9078-2467b587dfae___JR_HL 9595.JPG,healthy,0.5351167321205139,0.036055855453014374
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/63ecc390-a252-41d1-8a4d-a6a6211833d2___JR_HL 4247_flipTB.JPG,healthy,0.5463686585426331,0.03073819726705551
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/cd687fc8-fab4-49c0-a751-e6d111549c78___JR_HL 4240_180deg.JPG,healthy,0.462784081697464,0.03636541590094566
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/27e87eee-b10f-4eee-a4fe-3f30561636d0___JR_HL 9577.JPG,healthy,0.5425786375999451,0.029497534036636353
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/de556ebb-05fb-448c-b83d-7b159bb3c5ae___JR_HL 9740_180deg.JPG,healthy,0.5790503025054932,0.03069359064102173
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a195fb52-151e-4fe3-9557-52ae62b5ace4___JR_HL 9859.JPG,healthy,0.5537835955619812,0.043365318328142166
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/e46636be-33bd-465b-9301-5d671facb0ba___JR_HL 9692_180deg.JPG,healthy,0.6100049018859863,0.037090640515089035
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/229c7cc9-9dd9-4db0-af74-f8499d206abf___JR_HL 9489_180deg.JPG,healthy,0.5911399722099304,0.02485584281384945
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/33f621c0-3ee3-4263-9eeb-a2d0916f2315___JR_HL 9506_180deg.JPG,healthy,0.5257784724235535,0.0317155160009861
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/67c8172e-1360-4ee8-8e44-3e31cd381e53___JR_HL 9466.JPG,healthy,0.6745166182518005,0.03612621873617172
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/d2fad1d0-4bcc-4617-8be6-5d07a56e1483___JR_HL 9747_flipTB.JPG,healthy,0.5660099983215332,0.027870895341038704
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/ecf3ae61-8dea-41ee-838d-818507405409___JR_HL 9470_180deg.JPG,healthy,0.7435226440429688,0.03612428531050682
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/8959bcbf-278b-4eef-b255-605e0e082cb5___JR_HL 4210_180deg.JPG,healthy,0.42042943835258484,0.03543628007173538
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/4a6c8927-11be-49db-aa72-5aed664ec353___JR_HL 4317.JPG,healthy,0.4599575102329254,0.024280084297060966
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/484ade57-5dd0-4764-b379-5a0e684afd81___JR_HL 9580_flipTB.JPG,healthy,0.5629630088806152,0.03599372133612633
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/de0655ff-6232-485c-9986-c636c679685e___JR_HL 4196.JPG,healthy,0.474854439496994,0.039996128529310226
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/64860b72-8644-4d3b-ad89-ad7f5fbcff90___JR_HL 4057_180deg.JPG,healthy,0.42740774154663086,0.03291122987866402
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/e39b1acb-977d-4757-95c2-ed6efc5b099b___JR_HL 3926.JPG,healthy,0.43629053235054016,0.02941253036260605
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a46afcb8-ce3a-4583-aa94-ad5ea4c66ab0___JR_HL 4102_180deg.JPG,healthy,0.4246259033679962,0.03214920684695244
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/810b4077-aceb-4dbc-afad-9abf732ea00b___JR_HL 9457.JPG,healthy,0.7028055787086487,0.028943786397576332
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a0f50c57-dd13-45a8-b9d3-b8f270e496f0___JR_HL 4314.JPG,healthy,0.4489842355251312,0.03253239765763283
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/c9518107-c997-422c-bfba-62d93fbd6dce___JR_HL 4307_flipTB.JPG,healthy,0.4468904733657837,0.03237776830792427
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/c4a9900b-1227-4e73-b9b1-9e9ed037d6b3___JR_HL 4094_180deg.JPG,healthy,0.4189654588699341,0.052577774971723557
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/3ab90983-46ea-47bd-b127-e6beae597d92___JR_HL 9500.JPG,healthy,0.527751624584198,0.046224694699048996
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/bfed28c4-5ef8-4a35-b826-612875cc6b86___JR_HL 4099_180deg.JPG,healthy,0.4603152573108673,0.036641668528318405
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/37aa9cca-5c9e-4fd7-b668-c4df93c26b17___JR_HL 9720_flipTB.JPG,healthy,0.5575608015060425,0.033052802085876465
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a55d7cbf-498c-4392-b6a0-14f7f0f74a3b___JR_HL 9578.JPG,healthy,0.5758537650108337,0.02726154588162899
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/e97b5080-6218-4090-a227-dbabab0923da___JR_HL 9598_flipTB.JPG,healthy,0.5779756307601929,0.02516362816095352
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/41f17695-d346-4824-a76d-a0f22cf6cb05___JR_HL 9700_180deg.JPG,healthy,0.5671893954277039,0.03568305820226669
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/3cf3d581-3abf-4730-b518-8414b20d1104___JR_HL 9539.JPG,healthy,0.6211622953414917,0.031287260353565216
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a2196e0d-52fc-4194-8127-98076bd3a6fc___JR_HL 4241_180deg.JPG,healthy,0.6613927483558655,0.03273020312190056
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a57b87e2-574d-401a-aa1e-6ce2a1339599___JR_HL 4319.JPG,healthy,0.4107387065887451,0.0326804481446743
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/124e5b7b-dc6a-4b5a-8f4e-b22ed738b5fc___JR_HL 9455_180deg.JPG,healthy,0.6612674593925476,0.03147495165467262
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/ea747458-cad6-409a-8de1-8fc2d5d83c25___JR_HL 9793_flipTB.JPG,healthy,0.5945814847946167,0.03341677784919739
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/6fdf8890-145d-4390-9e9d-eb529a4abb3d___JR_HL 4252_180deg.JPG,healthy,0.45643150806427,0.0419209860265255
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/069996a8-8cdb-4837-a5fe-c5a957b5677a___JR_HL 3938_180deg.JPG,healthy,0.4486521780490875,0.0337718166410923
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/0f586b94-6c22-4cd7-8c47-4376c4d88226___JR_HL 9560.JPG,healthy,0.5630742907524109,0.034170906990766525
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/c6645e0d-17a5-4d1b-936c-84c61e847b50___JR_HL 9446.JPG,healthy,0.667794406414032,0.042430806905031204
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/64860b72-8644-4d3b-ad89-ad7f5fbcff90___JR_HL 4057.JPG,healthy,0.42739859223365784,0.03291451558470726
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/754be5a5-dba1-4abb-afe8-c2e75edcf883___JR_HL 3929_flipTB.JPG,healthy,0.47483763098716736,0.030786029994487762
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/e488b116-6b54-43e7-8b4e-232eb434941b___JR_HL 9425_flipTB.JPG,healthy,0.6939428448677063,0.02874802052974701
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/5ad606ab-2585-4e23-9f8d-bb8e6cb02a5c___JR_HL 9528.JPG,healthy,0.46861281991004944,0.03261171653866768
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/cb82648e-af22-4475-894a-a215c8d8c09e___JR_HL 3976_flipTB.JPG,healthy,0.4862881898880005,0.030256487429142
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/5af0622b-88ca-4a61-ba17-99dbd71448d2___JR_HL 4231.JPG,healthy,0.4640806019306183,0.035273514688014984
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/68a06d43-ca39-431a-bd8b-d7b6e716d734___JR_HL 9522.JPG,healthy,0.5462214350700378,0.030982619151473045
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/0438b691-45f8-4251-83bd-8344656716a1___JR_HL 4152_flipTB.JPG,healthy,0.473014235496521,0.029896073043346405
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/36232566-e010-45c3-a25b-62fb7ec8bffc___JR_HL 9572.JPG,healthy,0.613562822341919,0.03619756922125816
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/21910dbe-fd1f-4fd3-8925-9e006147455e___JR_HL 9739.JPG,healthy,0.5360974073410034,0.031292278319597244
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/7e88d72b-2f03-4220-afbf-060984a9eec9___JR_HL 4114_flipTB.JPG,healthy,0.4413183629512787,0.034651052206754684
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/ea6eb22e-337b-4f6e-b18f-6e5633e97571___JR_HL 9741_flipTB.JPG,healthy,0.5451486706733704,0.027088748291134834
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/7bb5ebf4-8be6-4652-913c-519b58a34821___JR_HL 9758.JPG,healthy,0.5660874843597412,0.04964187741279602
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/de109fda-8cf0-40d2-83ba-2dbc884fcb7d___JR_HL 4002_180deg.JPG,healthy,0.46436312794685364,0.0336906798183918
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/8ac70f19-6342-48f6-a6f7-06c8723faacf___JR_HL 9515_flipTB.JPG,healthy,0.5364791750907898,0.032660823315382004
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/27ab799c-5868-4386-8891-6b4ae53fa725___JR_HL 9794_180deg.JPG,healthy,0.581111490726471,0.032637953758239746
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/71226c5a-bc1f-4257-9369-506e32147cea___JR_HL 4169_flipTB.JPG,healthy,0.5262813568115234,0.026199109852313995
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/afc512c4-c782-4350-85d3-fa26046950a3___JR_HL 9764_180deg.JPG,healthy,0.5105369091033936,0.029958145692944527
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/28afb0d3-8bc6-4d22-9679-f128eeedf52b___JR_HL 4214_180deg.JPG,healthy,0.4561758041381836,0.02708958089351654
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/7feb145d-637f-4ce2-8f79-eb0be1160a86___JR_HL 4285.JPG,healthy,0.44293320178985596,0.04062195494771004
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/e7fe293a-478c-4a78-ab84-ffb06057dc2d___JR_HL 9607_180deg.JPG,healthy,0.6055759787559509,0.038682971149683
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/255be8f3-8c41-4b23-a4c2-138f9bf79f39___JR_HL 9706_180deg.JPG,healthy,0.6281262636184692,0.03346063941717148
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/71f1ee92-e98d-41e7-b129-2f9c97331f97___JR_HL 9869_180deg.JPG,healthy,0.5839373469352722,0.03064969927072525
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/79d33f58-35b7-45fa-b078-696375860260___JR_HL 4046_flipTB.JPG,healthy,0.4862934648990631,0.041698068380355835
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/921bd8b0-115a-4bc2-88a9-63955ab2e35a___JR_HL 9816_180deg.JPG,healthy,0.5531948804855347,0.03494352847337723
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/dcdc22d9-37df-421c-b349-d412ded169ba___JR_HL 4025_180deg.JPG,healthy,0.4627040922641754,0.03187410160899162
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/b4ab9ee4-136d-4150-b01c-1d885669da4a___JR_HL 4312.JPG,healthy,0.485583633184433,0.02478075958788395
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/8ec0aedd-663e-4e7a-a7ff-44af0740a2dd___JR_HL 4251.JPG,healthy,0.43416357040405273,0.036667656153440475
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/1075f5f1-8cfe-420a-a65d-7c3399b63f39___JR_HL 9827_180deg.JPG,healthy,0.5445337891578674,0.031747885048389435
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/276ae5a6-460d-4a22-af95-0a4f8182610e___JR_HL 4222_180deg.JPG,healthy,0.4545624256134033,0.0322481133043766
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/73331ba8-0579-4620-8884-5f3c64e5212a___JR_HL 4103_180deg.JPG,healthy,0.4339648187160492,0.036330390721559525
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/161f9887-e025-4980-a2c3-811067f4b546___JR_HL 9698_180deg.JPG,healthy,0.6519679427146912,0.03067382611334324
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/930dcafe-e657-48a0-a4d5-78b145b63287___JR_HL 9521_180deg.JPG,healthy,0.5618746876716614,0.03345818817615509
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/40a66eb2-5cf5-44d2-8ce2-7a7e4321295a___JR_HL 4083.JPG,healthy,0.5158711075782776,0.03213721886277199
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/9ac456d7-d12d-4bfa-9030-775c16900f98___JR_HL 9729_flipTB.JPG,healthy,0.5886968970298767,0.03797977790236473
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/4177806e-bc6e-42b9-9138-94869d13b728___JR_HL 3941_flipTB.JPG,healthy,0.48847803473472595,0.033312518149614334
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/aaee6da4-9549-447b-906d-2e42199da7c5___JR_HL 9833_180deg.JPG,healthy,0.6187792420387268,0.02617955394089222
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/8c564a28-4d4c-49b7-a28d-a5e41ff8e205___JR_HL 9531.JPG,healthy,0.49527308344841003,0.030969887971878052
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/3ed16fb6-8de6-4dbb-8c47-b257c034c2df___JR_HL 9587.JPG,healthy,0.5635581612586975,0.030958645045757294
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/95125eed-3181-4ecc-ac92-f20a98eca071___JR_HL 3992_180deg.JPG,healthy,0.4416683614253998,0.030310215428471565
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/a6f2b377-2668-4f0d-98a3-cbb67f20c867___JR_HL 4013_flipTB.JPG,healthy,0.40643110871315,0.03482135012745857
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/069996a8-8cdb-4837-a5fe-c5a957b5677a___JR_HL 3938.JPG,healthy,0.4486485719680786,0.03377360478043556
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/c889dabb-e9dc-448c-80f3-791fea97fafd___JR_HL 9501_flipTB.JPG,healthy,0.47819629311561584,0.03616548329591751
input/datasets/cherry_leaf_dataset/cherry-leaves/train/healthy/792a1d2c-ec25-40b1-bb0e-1345c85574ff___JR_HL 9589_flipTB.JPG,healthy,0.5648826360702515,0.024285493418574333
